region_id,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA3903,213,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,70,3,4,0,0,58,74,0,0,271,586,45,0,316,586
POA3904,475,1020,4,7,0,0,4,7,5,9,0,0,0,0,0,0,5,9,0,3,0,0,6,8,6,11,0,0,490,1047,386,0,876,1047
POA3909,2407,5780,245,517,21,33,266,550,195,312,0,0,0,0,0,0,195,312,108,177,0,0,17,32,125,209,7,6,3000,6857,1110,0,4110,6857
POA3910,6508,18941,425,708,33,83,458,791,438,788,5,4,10,20,10,16,463,828,109,155,0,0,0,7,109,162,0,0,7538,20722,431,0,7969,20722
POA3911,1140,3058,5,4,0,0,5,4,35,65,0,0,0,0,0,0,35,65,0,0,0,0,0,4,0,4,0,0,1180,3131,50,0,1230,3131
POA3912,4457,12945,349,557,10,22,359,579,196,333,0,0,0,0,7,17,203,350,44,59,0,0,0,3,44,62,0,0,5063,13936,284,0,5347,13936
POA3913,1061,2978,38,90,6,15,44,105,35,57,0,0,0,0,0,0,35,57,0,7,0,0,6,7,6,14,0,8,1146,3162,79,0,1225,3162
POA3915,2600,6974,588,1002,33,67,621,1069,89,138,0,0,0,0,4,10,93,148,176,257,0,0,4,0,180,257,0,3,3494,8451,325,0,3819,8451
POA3916,201,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,486,329,0,530,486
POA3918,1073,3040,16,29,0,0,16,29,54,92,0,0,0,0,4,4,58,96,3,3,0,0,0,0,3,3,0,0,1150,3168,112,0,1262,3168
POA3919,905,2428,14,26,0,0,14,26,108,183,0,0,0,0,3,0,111,183,0,3,0,0,0,0,0,3,0,3,1030,2643,139,0,1169,2643
POA3920,84,248,0,5,8,14,8,19,4,13,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,96,280,21,0,117,280
POA3921,44,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,92,54,0,98,92
POA3922,2454,5523,129,171,30,65,159,236,71,111,6,16,0,0,0,3,77,130,17,30,0,0,3,6,20,36,6,5,2716,5930,5142,0,7858,5930
POA3923,264,565,0,0,0,3,0,3,3,9,0,3,0,0,0,0,3,12,0,0,0,0,4,15,4,15,0,0,271,595,278,0,549,595
POA3925,1051,2428,26,42,19,30,45,72,14,28,9,13,0,0,0,6,23,47,6,9,0,0,8,25,14,34,3,4,1136,2585,1451,0,2587,2585
POA3926,1149,2901,18,29,0,0,18,29,5,11,0,0,0,0,3,0,8,11,3,3,3,8,0,0,6,11,0,0,1181,2952,615,0,1796,2952
POA3927,524,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,6,8,0,0,530,1239,542,0,1072,1239
POA3928,171,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,431,119,0,290,431
POA3929,309,674,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,9,6,12,0,0,315,689,567,0,882,689
POA3930,5378,15141,250,364,34,62,284,426,158,229,0,0,0,0,0,4,158,233,0,0,0,0,0,0,0,0,0,0,5820,15800,600,0,6420,15800
POA3931,6356,16545,1296,2044,358,730,1654,2774,764,1120,49,69,0,0,5,3,818,1192,120,156,0,0,6,15,126,171,3,8,8957,20690,1236,0,10193,20690
POA3933,331,958,3,9,0,0,3,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,334,971,32,0,366,971
POA3934,5252,14578,359,625,95,204,454,829,137,175,0,0,0,0,0,0,137,175,0,0,0,0,0,0,0,0,0,0,5843,15582,1509,0,7352,15582
POA3936,3044,7087,185,299,61,144,246,443,311,538,6,17,20,54,0,4,337,613,27,49,0,0,6,7,33,56,10,9,3670,8208,3135,0,6805,8208
POA3937,650,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,653,1667,450,0,1103,1667
POA3938,938,2145,30,56,7,11,37,67,11,18,4,7,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,0,990,2237,756,0,1746,2237
POA3939,4952,11450,336,496,31,60,367,556,323,481,0,0,0,0,7,7,330,488,38,47,0,0,5,15,43,62,3,3,5695,12559,2701,0,8396,12559
POA3940,1189,2677,622,936,23,37,645,973,92,127,0,5,0,0,4,8,96,140,53,60,0,0,0,4,53,64,0,3,1983,3857,1133,0,3116,3857
POA3941,4276,9906,83,123,49,102,132,225,98,143,0,0,0,0,0,0,98,143,33,46,4,3,6,14,43,63,0,0,4549,10337,6573,0,11122,10337
POA3942,871,1818,0,0,0,4,0,4,5,8,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,4,7,880,1837,2388,0,3268,1837
POA3943,537,1047,27,51,5,10,32,61,10,21,0,0,0,0,4,3,14,24,0,0,0,0,0,0,0,0,0,0,583,1132,2265,0,2848,1132
POA3944,149,284,3,5,3,11,6,16,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,7,0,0,159,311,1147,0,1306,311
POA3945,356,889,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,6,9,0,0,368,904,81,0,449,904
POA3950,1619,4042,48,62,0,0,48,62,87,125,0,0,0,0,0,0,87,125,13,26,0,0,5,12,18,38,4,3,1776,4270,248,0,2024,4270
POA3951,334,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,337,868,89,0,426,868
POA3953,2583,6337,155,227,3,3,158,230,52,67,0,0,0,0,0,0,52,67,5,17,0,0,5,8,10,25,0,0,2803,6659,378,0,3181,6659
POA3954,136,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,136,354,21,0,157,354
POA3956,869,1968,15,26,5,5,20,31,3,0,0,0,0,0,0,3,3,3,0,0,0,0,3,3,3,3,0,0,895,2005,1738,0,2633,2005
POA3957,167,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,413,64,0,231,413
POA3958,177,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,468,39,0,216,468
POA3959,363,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,7,6,15,0,0,369,868,659,0,1028,868
POA3960,871,1933,0,0,0,0,0,0,78,103,0,0,0,0,0,0,78,103,21,26,0,3,3,3,24,32,0,0,973,2068,301,0,1274,2068
POA3962,477,1048,13,9,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,490,1061,152,0,642,1061
POA3965,87,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,151,120,0,207,151
POA3966,272,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,0,0,276,617,104,0,380,617
POA3971,1547,3509,13,20,5,9,18,29,50,67,0,0,0,0,3,5,53,72,21,29,0,0,4,6,25,35,3,4,1646,3649,484,0,2130,3649
POA3975,3383,11038,11,24,57,133,68,157,5,13,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,3456,11208,235,0,3691,11208
POA3976,6357,20290,662,1909,71,271,733,2180,133,299,0,0,82,168,3,0,218,467,0,3,0,0,3,6,3,9,0,0,7311,22946,366,0,7677,22946
POA3977,20546,60897,456,1044,56,136,512,1180,1304,2261,9,27,10,22,13,19,1336,2329,4,0,0,5,7,28,11,33,3,7,22408,64446,1450,0,23858,64446
POA3978,391,1146,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,3,10,0,0,397,1160,44,0,441,1160
POA3979,252,634,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,5,0,0,255,643,73,0,328,643
POA3980,1077,2928,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,23,31,0,0,0,0,23,31,0,0,1104,2962,89,0,1193,2962
POA3981,1369,3816,44,53,0,3,44,56,0,3,19,32,40,79,3,4,62,118,3,4,0,0,12,28,15,32,3,3,1493,4025,125,0,1618,4025
POA3984,1868,4245,18,34,3,7,21,41,20,40,0,0,0,0,7,13,27,53,37,49,0,3,3,11,40,63,0,0,1956,4402,936,0,2892,4402
POA3987,447,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,450,1244,48,0,498,1244
POA3988,320,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,6,0,0,324,854,49,0,373,854
POA3991,157,389,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,8,10,0,0,165,402,54,0,219,402
POA3992,233,548,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,7,0,0,233,558,60,0,293,558
POA3995,3131,7637,244,367,19,37,263,404,254,362,0,0,0,0,0,0,254,362,21,24,0,3,0,5,21,32,0,3,3669,8438,1305,0,4974,8438
POA3996,1810,4068,34,50,30,64,64,114,110,151,0,0,0,0,0,0,110,151,9,23,0,0,0,0,9,23,5,9,1998,4365,1826,0,3824,4365
